iteration, time(ns)
1867, 13.75
1868, 13.75
1869, 13.75
1870, 13.75
1871, 13.75
1872, 13.75
1873, 13.75
1874, 13.75
1875, 13.75
1876, 13.75
1877, 13.75
1878, 13.75
1879, 13.75
1880, 13.75
1881, 13.75
1882, 13.75
1883, 14.59
1884, 13.75
1885, 13.75
1886, 14.17
1887, 13.75
1888, 14.59
1889, 13.75
1890, 13.75
1891, 13.75
1892, 13.75
1893, 13.75
1894, 14.16
1895, 13.75
1896, 13.75
1897, 13.75
1898, 13.75
1899, 13.75
1900, 13.75
1901, 13.75
1902, 13.75
1903, 13.75
1904, 13.75
1905, 13.75
1906, 14.17
1907, 13.75
1908, 13.75
1909, 13.75
1910, 13.75
1911, 13.75
1912, 13.75
1913, 14.17
1914, 14.58
1915, 13.75
1916, 14.58
1917, 15.00
1918, 13.75
1919, 13.75
1920, 14.17
1921, 13.75
1922, 13.75
1923, 13.75
1924, 13.75
1925, 14.17
1926, 13.75
1927, 13.75
1928, 13.75
1929, 13.75
1930, 13.75
1931, 13.75
1932, 13.75
1933, 13.75
1934, 13.75
1935, 13.75
1936, 13.75
1937, 13.75
1938, 13.75
1939, 13.75
1940, 13.75
1941, 13.75
1942, 13.75
1943, 14.17
1944, 13.75
1945, 13.75
1946, 13.75
1947, 13.75
1948, 13.75
1949, 13.75
1950, 13.75
1951, 13.75
1952, 13.75
1953, 13.75
1954, 13.75
1955, 13.75
1956, 13.75
1957, 13.75
1958, 13.75
1959, 13.75
1960, 13.75
1961, 13.75
1962, 13.75
1963, 13.75
1964, 13.75
1965, 13.75
1966, 13.75
1967, 13.75
1968, 13.75
1969, 13.75
1970, 13.75
1971, 13.75
1972, 14.17
1973, 14.17
1974, 13.75
1975, 14.17
1976, 13.75
1977, 14.16
1978, 13.75
1979, 13.75
1980, 13.75
1981, 14.16
1982, 13.75
1983, 14.16
1984, 14.17
1985, 13.75
1986, 13.75
1987, 13.75
1988, 13.75
1989, 13.75
1990, 13.75
1991, 13.75
1992, 13.75
1993, 13.75
1994, 13.75
1995, 13.75
1996, 13.75
1997, 13.75
1998, 13.75
1999, 14.17
2000, 13.75
2001, 13.75
2002, 13.75
2003, 13.75
2004, 13.33
2005, 13.75
2006, 13.75
2007, 13.75
2008, 13.75
2009, 13.75
2010, 13.75
2011, 13.75
2012, 13.75
2013, 13.75
2014, 13.75
2015, 13.75
2016, 13.75
2017, 13.75
2018, 13.75
2019, 13.75
2020, 13.75
2021, 13.75
2022, 13.75
2023, 13.75
2024, 13.75
2025, 13.75
2026, 13.75
2027, 13.75
2028, 13.75
2029, 13.75
2030, 13.75
2031, 13.75
2032, 13.75
2033, 13.75
2034, 13.75
2035, 13.75
2036, 13.75
2037, 13.75
2038, 13.75
2039, 13.75
2040, 13.75
2041, 13.75
2042, 13.75
2043, 13.75
2044, 94.17
2045, 22.08
2046, 21.67
2047, 21.66
2048, 21.67
2049, 21.66
2050, 21.67
2051, 22.08
2052, 21.67
2053, 21.67
2054, 22.08
2055, 22.09
2056, 22.08
2057, 22.08
2058, 21.67
2059, 21.66
2060, 22.09
2061, 22.08
2062, 22.09
2063, 22.08
2064, 21.67
2065, 21.67
2066, 21.66
2067, 22.09
2068, 22.08
2069, 22.08
2070, 21.67
2071, 21.67
2072, 21.66
2073, 21.66
2074, 22.09
2075, 22.50
2076, 21.67
2077, 21.66
2078, 100.00
2079, 13.75
2080, 13.75
2081, 13.75
2082, 13.75
2083, 14.16
2084, 13.75
2085, 13.75
2086, 13.75
2087, 29.59
2088, 14.17
2089, 13.75
2090, 13.75
2091, 13.75
2092, 13.75
2093, 13.75
2094, 13.75
2095, 13.75
2096, 13.75
2097, 13.75
2098, 13.75
2099, 13.75
2100, 13.75
2101, 13.75
2102, 13.75
2103, 13.75
2104, 13.75
2105, 13.75
2106, 13.75
2107, 13.75
2108, 13.75
2109, 14.16
2110, 13.75
2111, 13.75
2112, 13.75
2113, 13.75
2114, 13.75
2115, 13.75
2116, 13.75
2117, 13.75
2118, 13.75
2119, 13.75
2120, 13.75
2121, 13.75
2122, 13.75
2123, 13.75
2124, 13.75
2125, 13.75
2126, 13.75
2127, 13.75
2128, 13.75
2129, 13.75
2130, 13.75
2131, 13.75
2132, 13.75
2133, 13.75
2134, 14.17
2135, 13.75
2136, 13.75
2137, 13.75
2138, 13.75
2139, 13.75
2140, 13.75
2141, 13.75
2142, 13.75
2143, 13.75
2144, 13.75
2145, 13.75
2146, 13.75
2147, 13.75
2148, 13.75
2149, 13.75
2150, 13.75
2151, 14.17
2152, 13.34
2153, 13.75
2154, 13.75
2155, 13.75
2156, 13.75
2157, 13.75
2158, 13.75
2159, 13.75
2160, 13.75
2161, 13.75
2162, 13.75
2163, 13.75
2164, 13.75
2165, 13.75
2166, 13.75
2167, 13.75
2168, 13.75
2169, 13.75
2170, 13.75
2171, 13.75
2172, 13.75
2173, 13.75
2174, 13.75
2175, 13.75
2176, 13.75
2177, 13.75
2178, 13.75
2179, 13.75
2180, 13.75
2181, 13.75
2182, 13.75
2183, 13.75
2184, 13.75
2185, 13.75
2186, 13.75
2187, 13.75
2188, 13.75
2189, 13.75
2190, 13.75
2191, 13.75
2192, 13.75
2193, 13.75
2194, 13.75
2195, 13.75
2196, 13.75
2197, 13.75
2198, 13.75
2199, 13.34
2200, 13.75
2201, 13.75
2202, 94.17
2203, 23.34
2204, 21.66
2205, 22.08
2206, 22.08
2207, 21.66
2208, 22.09
2209, 21.66
2210, 22.08
2211, 21.67
2212, 22.08
2213, 89.58
2214, 21.67
2215, 22.09
2216, 22.08
2217, 22.08
2218, 21.66
2219, 21.67
2220, 21.66
2221, 21.67
2222, 21.66
2223, 21.67
2224, 21.66
2225, 21.67
2226, 22.09
2227, 21.66
2228, 75.00
2229, 22.50
2230, 21.67
2231, 21.67
2232, 305.00
2233, 21.67
2234, 22.08
2235, 21.67
2236, 21.66
2237, 22.08
2238, 22.09
2239, 21.66
2240, 21.67
2241, 22.09
2242, 22.08
2243, 22.08
2244, 21.67
2245, 22.09
2246, 21.67
2247, 22.09
2248, 22.08
2249, 22.08
2250, 22.09
2251, 22.08
2252, 22.08
2253, 22.09
2254, 62.50
2255, 21.67
2256, 21.67
2257, 21.66
2258, 22.09
2259, 21.66
2260, 22.09
2261, 22.08
2262, 21.67
2263, 22.08
2264, 22.08
2265, 22.50
2266, 22.08
2267, 22.09
2268, 21.67
2269, 21.66
2270, 21.67
2271, 21.67
2272, 22.08
2273, 21.66
2274, 22.09
2275, 22.08
2276, 21.66
2277, 21.25
2278, 22.09
2279, 22.08
2280, 21.66
2281, 21.67
2282, 22.09
2283, 22.08
2284, 22.08
2285, 22.09
2286, 21.67
2287, 22.50
2288, 21.66
2289, 22.09
2290, 22.08
2291, 91.66
2292, 13.75
2293, 13.75
2294, 13.75
2295, 14.16
2296, 13.75
2297, 13.75
2298, 13.75
2299, 13.75
2300, 13.75
2301, 13.75
2302, 14.16
2303, 13.34
2304, 13.75
2305, 13.75
2306, 13.75
2307, 13.75
2308, 13.75
2309, 13.75
2310, 13.75
2311, 13.75
2312, 13.75
2313, 13.75
2314, 13.75
2315, 13.75
2316, 13.75
2317, 13.75
2318, 13.75
2319, 13.75
2320, 14.16
2321, 13.75
2322, 13.75
2323, 13.75
2324, 13.75
2325, 13.75
2326, 13.75
2327, 13.75
2328, 13.75
2329, 13.75
2330, 13.75
2331, 13.75
2332, 13.75
2333, 13.75
2334, 13.75
2335, 13.75
2336, 13.75
2337, 13.75
2338, 13.75
2339, 13.75
2340, 13.75
2341, 13.75
2342, 13.75
2343, 13.75
2344, 13.75
2345, 14.17
2346, 14.16
2347, 13.75
2348, 13.75
2349, 13.75
2350, 13.75
2351, 13.75
2352, 13.75
2353, 14.58
2354, 13.75
2355, 14.58
2356, 13.75
2357, 14.17
2358, 13.75
2359, 13.75
2360, 13.75
2361, 13.75
2362, 13.75
2363, 13.75
2364, 13.75
2365, 13.75
2366, 13.75
2367, 13.75
2368, 13.75
2369, 13.75
2370, 13.75
2371, 13.75
2372, 13.75
2373, 13.75
2374, 14.17
2375, 13.75
2376, 13.75
2377, 13.75
2378, 13.75
2379, 13.75
2380, 13.75
2381, 13.75
2382, 13.75
2383, 13.75
2384, 13.75
2385, 13.75
2386, 13.75
2387, 13.75
2388, 13.75
2389, 13.75
2390, 13.75
2391, 13.75
2392, 13.75
2393, 13.75
2394, 13.75
2395, 13.75
2396, 13.75
2397, 13.75
2398, 13.75
2399, 13.75
2400, 13.75
2401, 13.75
2402, 13.75
2403, 13.75
2404, 13.33
2405, 13.75
2406, 13.75
2407, 13.75
2408, 13.75
2409, 13.75
2410, 13.75
2411, 13.75
2412, 13.75
2413, 13.75
2414, 13.75
2415, 13.75
2416, 13.75
2417, 13.75
2418, 13.75
2419, 13.75
2420, 13.75
2421, 13.75
2422, 13.75
2423, 13.33
2424, 13.75
2425, 13.75
2426, 13.75
2427, 13.75
2428, 13.75
2429, 13.75
2430, 13.75
2431, 13.75
2432, 13.75
2433, 13.75
2434, 13.75
2435, 13.75
2436, 13.75
2437, 13.75
2438, 13.75
2439, 13.75
2440, 13.75
2441, 13.75
2442, 14.59
2443, 14.17
2444, 13.75
2445, 14.17
2446, 13.75
2447, 14.17
2448, 13.75
2449, 13.75
2450, 13.75
2451, 13.75
2452, 13.75
2453, 13.75
2454, 13.75
2455, 14.16
2456, 13.75
2457, 13.75
2458, 13.33
2459, 13.75
2460, 13.75
2461, 14.58
2462, 13.75
2463, 13.75
2464, 13.75
2465, 13.75
2466, 13.33
2467, 13.75
2468, 13.75
2469, 13.75
2470, 13.75
2471, 13.75
2472, 13.75
2473, 13.75
2474, 13.75
2475, 13.75
2476, 13.75
2477, 13.75
2478, 13.75
2479, 13.75
2480, 13.75
2481, 13.75
2482, 13.75
2483, 13.75
2484, 13.75
2485, 13.75
2486, 13.75
2487, 13.75
2488, 13.75
2489, 13.75
2490, 13.75
2491, 13.75
2492, 13.75
2493, 13.75
2494, 13.75
2495, 13.75
2496, 13.75
2497, 13.75
2498, 13.75
2499, 13.75
2500, 13.75
2501, 13.75
2502, 13.75
2503, 13.75
2504, 14.17
2505, 14.17
2506, 14.16
2507, 14.17
2508, 13.75
2509, 13.75
2510, 14.17
2511, 13.75
2512, 13.75
2513, 13.75
2514, 14.16
2515, 13.75
2516, 13.75
2517, 14.17
2518, 13.75
2519, 13.75
2520, 13.75
2521, 13.75
2522, 13.75
2523, 13.75
2524, 14.59
2525, 13.75
2526, 13.75
2527, 13.75
2528, 13.75
2529, 13.75
2530, 13.75
2531, 13.75
2532, 13.75
2533, 13.75
2534, 13.75
2535, 13.75
2536, 13.75
2537, 13.75
2538, 13.75
2539, 13.75
2540, 13.75
2541, 13.75
2542, 13.75
2543, 13.75
2544, 13.75
2545, 13.75
2546, 13.75
2547, 13.34
2548, 13.75
2549, 13.75
2550, 13.75
2551, 13.75
2552, 13.75
2553, 13.75
2554, 13.75
2555, 13.75
2556, 13.75
2557, 13.75
2558, 13.75
2559, 13.75
2560, 13.75
2561, 13.75
2562, 13.75
2563, 13.75
2564, 13.75
2565, 13.75
2566, 13.75
2567, 13.33
2568, 13.75
2569, 13.75
2570, 13.75
2571, 13.75
2572, 13.75
2573, 13.75
2574, 13.75
2575, 13.75
2576, 13.75
2577, 13.75
2578, 13.75
2579, 13.75
2580, 13.75
2581, 13.75
2582, 13.75
2583, 13.75
2584, 14.17
2585, 13.75
2586, 13.75
2587, 13.75
2588, 13.33
2589, 13.75
2590, 13.75
2591, 13.75
2592, 13.75
2593, 13.75
2594, 13.75
2595, 13.75
2596, 13.75
2597, 13.75
2598, 13.75
2599, 14.58
2600, 13.75
2601, 13.75
2602, 13.75
2603, 13.75
2604, 13.75
2605, 13.34
2606, 13.75
2607, 13.75
2608, 13.75
2609, 14.17
2610, 13.75
2611, 13.75
2612, 13.75
2613, 13.75
2614, 13.75
2615, 13.75
2616, 13.75
2617, 13.75
2618, 13.75
2619, 13.75
2620, 13.75
2621, 13.75
2622, 13.75
2623, 13.75
2624, 13.75
2625, 13.75
2626, 13.75
2627, 13.75
2628, 13.75
2629, 13.75
2630, 13.75
2631, 13.75
2632, 13.75
2633, 13.75
2634, 13.75
2635, 13.75
2636, 13.75
2637, 13.75
2638, 13.75
2639, 13.75
2640, 13.75
2641, 13.75
2642, 13.75
2643, 13.75
2644, 13.75
2645, 13.75
2646, 13.75
2647, 13.75
2648, 13.75
2649, 13.75
2650, 13.75
2651, 13.75
2652, 13.75
2653, 13.75
2654, 13.75
2655, 13.75
2656, 13.75
2657, 13.75
2658, 13.75
2659, 14.17
2660, 13.75
2661, 13.75
2662, 13.75
2663, 13.75
2664, 13.75
2665, 13.75
2666, 13.75
2667, 13.75
2668, 13.75
2669, 13.75
2670, 13.75
2671, 13.75
2672, 13.75
2673, 13.75
2674, 13.75
2675, 14.16
2676, 13.75
2677, 13.75
2678, 13.75
2679, 13.75
2680, 13.33
2681, 13.75
2682, 13.33
2683, 13.75
2684, 13.75
2685, 13.34
2686, 13.75
2687, 13.75
2688, 13.75
2689, 13.75
2690, 13.75
2691, 13.75
2692, 13.75
2693, 13.75
2694, 13.75
2695, 13.75
2696, 13.75
2697, 13.75
2698, 13.75
2699, 13.75
2700, 13.75
2701, 13.75
2702, 13.75
2703, 14.58
2704, 13.75
2705, 13.75
2706, 13.75
2707, 13.75
2708, 13.75
2709, 13.75
2710, 13.75
2711, 13.75
2712, 13.75
2713, 13.75
2714, 13.75
2715, 13.75
2716, 13.75
2717, 13.75
2718, 13.75
2719, 14.17
2720, 13.75
2721, 13.75
2722, 14.17
2723, 13.75
2724, 13.75
2725, 13.75
2726, 13.75
2727, 13.75
2728, 14.17
2729, 13.75
2730, 13.75
2731, 13.75
2732, 13.75
2733, 13.75
2734, 14.58
2735, 13.75
2736, 13.75
2737, 13.75
2738, 13.75
2739, 14.16
2740, 13.75
2741, 13.75
2742, 13.75
2743, 13.75
2744, 13.75
2745, 13.75
2746, 13.75
2747, 13.75
2748, 13.75
2749, 13.75
2750, 13.75
2751, 13.75
2752, 13.75
2753, 13.75
2754, 13.75
2755, 13.75
2756, 13.75
2757, 13.75
2758, 13.75
2759, 13.75
2760, 13.75
2761, 13.75
2762, 13.75
2763, 13.75
2764, 13.75
2765, 13.75
2766, 13.75
2767, 13.75
2768, 13.75
2769, 13.75
2770, 13.75
2771, 13.75
2772, 13.75
2773, 13.75
2774, 13.75
2775, 13.75
2776, 13.75
2777, 13.75
2778, 13.75
2779, 13.75
2780, 13.75
2781, 13.75
2782, 13.75
2783, 13.75
2784, 13.75
2785, 13.75
2786, 13.75
2787, 13.75
2788, 13.75
2789, 13.75
2790, 13.75
2791, 13.75
2792, 13.75
2793, 13.75
2794, 13.75
2795, 13.75
2796, 13.75
2797, 13.75
2798, 13.75
2799, 14.17
2800, 13.75
2801, 14.16
2802, 13.75
2803, 13.75
2804, 13.75
2805, 13.75
2806, 13.75
2807, 14.16
2808, 13.75
2809, 14.17
2810, 13.75
2811, 13.75
2812, 13.75
2813, 13.75
2814, 13.75
2815, 13.75
2816, 13.75
2817, 14.16
2818, 13.75
2819, 14.17
2820, 13.75
2821, 13.75
2822, 13.75
2823, 13.75
2824, 14.58
2825, 14.16
2826, 13.75
2827, 13.75
2828, 13.75
2829, 13.75
2830, 13.75
2831, 13.75
2832, 13.75
2833, 13.75
2834, 13.75
2835, 13.75
2836, 13.75
2837, 13.75
2838, 13.75
2839, 13.75
2840, 13.75
2841, 13.75
2842, 13.75
2843, 13.75
2844, 13.75
2845, 13.75
2846, 13.75
2847, 13.75
2848, 13.75
2849, 13.75
2850, 13.75
2851, 13.75
2852, 13.75
2853, 13.75
2854, 13.75
2855, 13.75
2856, 13.75
2857, 13.75
2858, 13.75
2859, 13.75
2860, 13.75
2861, 13.75
2862, 13.75
2863, 13.75
2864, 13.75
2865, 13.75
2866, 13.75
2867, 13.75
2868, 13.75
2869, 13.75
2870, 13.75
2871, 13.75
2872, 13.75
2873, 13.75
2874, 13.75
2875, 13.75
2876, 13.75
2877, 13.75
2878, 13.75
2879, 13.75
2880, 13.75
2881, 13.75
2882, 13.75
2883, 14.16
2884, 13.75
2885, 13.75
2886, 13.75
2887, 13.75
2888, 13.75
2889, 13.75
2890, 13.75
2891, 13.75
2892, 13.75
2893, 13.75
2894, 13.75
2895, 13.75
2896, 13.75
2897, 13.75
2898, 13.75
2899, 13.75
2900, 14.17
2901, 13.75
2902, 13.75
2903, 13.75
2904, 13.75
2905, 13.75
2906, 13.75
2907, 13.75
2908, 14.59
2909, 13.75
2910, 13.75
2911, 13.75
2912, 13.75
2913, 13.75
2914, 13.75
2915, 13.75
2916, 13.75
2917, 13.75
2918, 13.75
2919, 13.75
2920, 13.75
2921, 13.75
2922, 13.75
2923, 13.33
2924, 13.75
2925, 13.75
2926, 13.75
2927, 13.75
2928, 13.75
2929, 13.75
2930, 13.75
2931, 13.75
2932, 13.75
2933, 13.75
2934, 13.75
2935, 13.75
2936, 13.75
2937, 13.75
2938, 13.75
2939, 13.75
2940, 13.75
2941, 13.75
2942, 13.75
2943, 13.75
2944, 13.75
2945, 13.75
2946, 13.75
2947, 13.75
2948, 13.75
2949, 13.75
2950, 13.75
2951, 13.75
2952, 13.75
2953, 13.75
2954, 13.75
2955, 13.75
2956, 13.75
2957, 13.75
2958, 13.75
2959, 13.75
2960, 13.75
2961, 13.75
2962, 13.75
2963, 13.75
2964, 13.75
2965, 13.75
2966, 13.75
2967, 13.75
2968, 13.75
2969, 13.33
2970, 13.75
2971, 13.75
2972, 13.75
2973, 13.75
2974, 13.75
2975, 13.75
2976, 14.17
2977, 13.75
2978, 14.16
2979, 13.75
2980, 13.75
2981, 13.75
2982, 13.75
2983, 13.75
2984, 13.75
2985, 13.75
2986, 52.08
2987, 13.75
2988, 13.75
2989, 13.75
2990, 13.75
2991, 13.75
2992, 13.75
2993, 13.75
2994, 13.75
2995, 13.75
2996, 14.17
2997, 14.58
2998, 13.75
2999, 13.75
3000, 13.75
3001, 13.75
3002, 13.75
3003, 13.75
3004, 13.75
3005, 13.75
3006, 13.75
3007, 13.75
3008, 13.75
3009, 13.75
3010, 13.75
3011, 13.75
3012, 13.75
3013, 13.75
3014, 13.75
3015, 13.75
3016, 13.75
3017, 13.75
3018, 13.75
3019, 13.75
3020, 13.75
3021, 13.75
3022, 13.75
3023, 13.75
3024, 13.75
3025, 13.75
3026, 13.75
3027, 13.75
3028, 13.75
3029, 13.75
3030, 13.75
3031, 13.75
3032, 13.75
3033, 13.75
3034, 13.75
3035, 14.16
3036, 13.75
3037, 13.75
3038, 13.75
3039, 13.75
3040, 13.75
3041, 13.75
3042, 13.75
3043, 13.75
3044, 13.75
3045, 13.75
3046, 13.75
3047, 13.75
3048, 13.75
3049, 13.75
3050, 13.75
3051, 13.75
3052, 13.75
3053, 13.75
3054, 13.75
3055, 13.34
3056, 13.75
3057, 13.75
3058, 13.75
3059, 13.75
3060, 13.75
3061, 13.75
3062, 14.17
3063, 13.75
3064, 13.75
3065, 39.16
3066, 13.75
3067, 13.75
3068, 13.75
3069, 13.75
3070, 13.75
3071, 13.75
3072, 13.75
3073, 13.75
3074, 13.75
3075, 13.75
3076, 15.00
3077, 13.34
3078, 13.75
3079, 13.75
3080, 13.75
3081, 13.75
3082, 13.75
3083, 13.75
3084, 13.75
3085, 13.75
3086, 13.75
3087, 13.75
3088, 13.75
3089, 13.75
3090, 13.75
3091, 13.75
3092, 13.75
3093, 13.75
3094, 13.75
3095, 13.75
3096, 13.75
3097, 14.17
3098, 13.75
3099, 13.75
3100, 13.75
3101, 13.75
3102, 13.75
3103, 13.75
3104, 13.75
3105, 13.75
3106, 13.75
3107, 13.75
3108, 13.75
3109, 13.75
3110, 13.75
3111, 13.75
3112, 13.75
3113, 15.00
3114, 13.75
3115, 13.75
3116, 13.75
3117, 13.75
3118, 13.75
3119, 13.75
3120, 13.34
3121, 13.75
3122, 13.75
3123, 13.75
3124, 13.75
3125, 13.75
3126, 13.75
3127, 13.75
3128, 13.75
3129, 13.75
3130, 13.75
3131, 13.75
3132, 13.75
3133, 13.75
3134, 13.75
3135, 13.75
3136, 13.75
3137, 14.16
3138, 13.75
3139, 13.75
3140, 13.75
3141, 14.17
3142, 13.75
3143, 13.75
3144, 13.75
3145, 13.75
3146, 13.75
3147, 13.75
3148, 13.75
3149, 13.75
3150, 14.17
3151, 13.75
3152, 13.75
3153, 13.75
3154, 13.75
3155, 13.75
3156, 13.75
3157, 13.75
3158, 13.75
3159, 13.75
3160, 13.75
3161, 13.33
3162, 13.75
3163, 13.75
3164, 13.75
3165, 13.75
3166, 13.75
3167, 13.75
3168, 13.75
3169, 14.59
3170, 14.17
3171, 13.75
3172, 13.75
3173, 14.58
3174, 13.75
3175, 13.75
3176, 13.75
3177, 13.75
3178, 13.75
3179, 13.75
3180, 13.75
3181, 13.75
3182, 13.75
3183, 13.75
3184, 13.75
3185, 13.75
3186, 13.75
3187, 13.75
3188, 13.75
3189, 13.34
3190, 13.75
3191, 13.75
3192, 13.75
3193, 13.75
3194, 13.75
3195, 13.75
3196, 13.75
3197, 13.34
3198, 13.75
3199, 13.75
3200, 13.75
3201, 13.75
3202, 13.75
3203, 13.75
3204, 13.75
3205, 13.75
3206, 13.75
3207, 13.75
3208, 13.75
3209, 13.75
3210, 13.75
3211, 13.75
3212, 13.75
3213, 13.75
3214, 13.75
3215, 13.75
3216, 13.75
3217, 13.75
3218, 13.75
3219, 13.75
3220, 13.75
3221, 13.75
3222, 13.75
3223, 13.75
3224, 13.75
3225, 13.75
3226, 13.75
3227, 13.75
3228, 13.75
3229, 13.75
3230, 13.75
3231, 13.75
3232, 14.17
3233, 13.75
3234, 13.75
3235, 13.75
3236, 13.75
3237, 13.75
3238, 13.75
3239, 13.75
3240, 13.75
3241, 13.75
3242, 13.75
3243, 13.75
3244, 13.75
3245, 13.75
3246, 13.75
3247, 13.75
3248, 13.75
3249, 13.75
3250, 13.75
3251, 13.75
3252, 13.75
3253, 13.75
3254, 13.75
3255, 13.75
3256, 13.75
3257, 38.75
3258, 13.75
3259, 13.75
3260, 13.75
3261, 13.75
3262, 13.75
3263, 13.75
3264, 13.75
3265, 13.75
3266, 13.75
3267, 13.75
3268, 14.17
3269, 15.00
3270, 13.75
3271, 13.75
3272, 13.75
3273, 13.75
3274, 13.75
3275, 13.75
3276, 13.75
3277, 13.75
3278, 13.75
3279, 13.75
3280, 13.75
3281, 13.75
3282, 13.75
3283, 13.75
3284, 13.75
3285, 13.75
3286, 13.75
3287, 13.75
3288, 13.34
3289, 13.75
3290, 14.59
3291, 13.75
3292, 13.75
3293, 45.00
3294, 13.75
3295, 13.75
3296, 13.75
3297, 13.75
3298, 13.75
3299, 13.75
3300, 13.75
3301, 13.75
3302, 13.75
3303, 14.59
3304, 13.75
3305, 13.75
3306, 13.75
3307, 13.75
3308, 13.75
3309, 13.75
3310, 13.75
3311, 13.75
3312, 13.75
3313, 13.75
3314, 13.75
3315, 13.75
3316, 13.75
3317, 13.75
3318, 13.75
3319, 13.75
3320, 13.75
3321, 13.75
3322, 14.58
3323, 13.75
3324, 13.75
3325, 15.00
3326, 13.75
3327, 13.75
3328, 14.58
3329, 13.75
3330, 13.75
3331, 13.75
3332, 13.75
3333, 15.00
3334, 13.75
3335, 13.75
3336, 15.00
3337, 13.75
3338, 13.75
3339, 13.75
3340, 13.75
3341, 13.75
3342, 13.75
3343, 14.58
3344, 13.75
3345, 15.00
3346, 13.75
3347, 13.75
3348, 13.75
3349, 13.75
3350, 13.75
3351, 13.75
3352, 13.75
3353, 13.75
3354, 13.75
3355, 15.00
3356, 13.75
3357, 13.75
3358, 13.75
3359, 13.75
3360, 13.75
3361, 13.75
3362, 13.75
3363, 13.75
3364, 13.75
3365, 13.75
3366, 13.75
3367, 13.75
3368, 13.75
3369, 13.75
3370, 13.75
3371, 13.75
3372, 13.75
3373, 13.75
3374, 13.75
3375, 13.75
3376, 13.75
3377, 13.75
3378, 13.75
3379, 13.75
3380, 13.75
3381, 13.75
3382, 13.75
3383, 13.75
3384, 13.75
3385, 13.75
3386, 13.33
3387, 13.75
3388, 13.75
3389, 13.75
3390, 13.75
3391, 13.75
3392, 13.75
3393, 14.17
3394, 14.17
3395, 13.75
3396, 14.17
3397, 13.75
3398, 13.75
3399, 13.75
3400, 13.75
3401, 13.75
3402, 13.75
3403, 13.75
3404, 13.75
3405, 13.75
3406, 14.16
3407, 13.75
3408, 13.75
3409, 13.75
3410, 13.75
3411, 13.75
3412, 13.75
3413, 13.75
3414, 13.75
3415, 13.75
3416, 13.75
3417, 13.75
3418, 13.75
3419, 13.75
3420, 42.92
3421, 13.75
3422, 13.75
3423, 13.75
3424, 13.75
3425, 13.75
3426, 13.75
3427, 13.75
3428, 13.75
3429, 14.17
3430, 13.75
3431, 13.75
3432, 13.75
3433, 13.75
3434, 13.75
3435, 13.75
3436, 13.75
3437, 13.75
3438, 13.75
3439, 13.75
3440, 13.75
3441, 13.75
3442, 13.75
3443, 13.75
3444, 14.17
3445, 14.17
3446, 14.16
3447, 13.75
3448, 14.16
3449, 13.75
3450, 15.00
3451, 14.17
3452, 13.75
3453, 13.75
3454, 13.75
3455, 13.75
3456, 13.75
3457, 13.75
3458, 13.75
3459, 13.75
3460, 13.75
3461, 13.75
3462, 13.75
3463, 13.75
3464, 13.75
3465, 13.75
3466, 13.75
3467, 13.75
3468, 13.75
3469, 13.75
3470, 13.75
3471, 13.75
3472, 13.75
3473, 13.75
3474, 13.75
3475, 13.75
3476, 13.75
3477, 13.75
3478, 13.75
3479, 13.75
3480, 13.75
3481, 13.75
3482, 13.75
3483, 13.75
3484, 13.75
3485, 13.75
3486, 13.75
3487, 13.75
3488, 13.75
3489, 13.75
3490, 13.75
3491, 13.75
3492, 13.75
3493, 13.75
3494, 13.75
3495, 13.75
3496, 13.75
3497, 13.75
3498, 13.75
3499, 13.75
3500, 13.75
3501, 37.92
3502, 13.75
3503, 14.58
3504, 13.75
3505, 13.75
3506, 14.16
3507, 13.75
3508, 13.75
3509, 13.75
3510, 13.75
3511, 13.75
3512, 13.75
3513, 13.75
3514, 13.75
3515, 13.75
3516, 13.75
3517, 13.75
3518, 13.75
3519, 13.33
3520, 13.75
3521, 13.75
3522, 13.75
3523, 13.75
3524, 13.75
3525, 13.33
3526, 13.75
3527, 13.75
3528, 13.75
3529, 13.75
3530, 13.75
3531, 14.58
3532, 13.75
3533, 13.75
3534, 13.75
3535, 13.75
3536, 13.34
3537, 13.75
3538, 13.75
3539, 14.17
3540, 13.75
3541, 13.75
3542, 13.75
3543, 13.75
3544, 13.75
3545, 13.75
3546, 13.75
3547, 13.75
3548, 13.75
3549, 14.17
3550, 13.75
3551, 13.75
3552, 13.75
3553, 13.75
3554, 13.75
3555, 13.75
3556, 13.75
3557, 13.75
3558, 13.75
3559, 13.75
3560, 13.75
3561, 13.75
3562, 13.75
3563, 13.75
3564, 13.75
3565, 13.75
3566, 13.75
3567, 13.75
3568, 13.75
3569, 13.75
3570, 13.75
3571, 13.75
3572, 13.75
3573, 13.75
3574, 13.75
3575, 13.75
3576, 13.75
3577, 13.33
3578, 13.75
3579, 13.75
3580, 13.75
3581, 13.75
3582, 13.75
3583, 13.75
3584, 13.75
3585, 13.75
3586, 13.75
3587, 13.75
3588, 13.75
3589, 13.75
3590, 13.75
3591, 13.75
3592, 13.75
3593, 13.75
3594, 13.75
3595, 13.75
3596, 13.75
3597, 13.75
3598, 13.75
3599, 13.75
3600, 14.17
3601, 13.75
3602, 13.75
3603, 13.75
3604, 96.25
3605, 13.75
3606, 13.75
3607, 13.75
3608, 13.75
3609, 13.75
3610, 13.75
3611, 13.75
3612, 13.75
3613, 14.58
3614, 13.75
